
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-14,-2,-3,-5,-3,-4,-6,93,91,86,1019,1015,1014,10,6,4,26,18,,0.00,7,Snow,87<br />
2010-1-15,-2,-3,-5,-3,-5,-6,93,88,86,1030,1025,1019,5,5,4,21,14,,0.00,7,Snow,97<br />
2010-1-16,-2,-3,-3,-4,-4,-5,93,86,80,1030,1026,1018,10,7,5,21,14,,0.00,7,,105<br />
2010-1-17,1,-2,-4,1,-3,-5,100,92,86,1017,1014,1012,7,5,1,19,14,,0.00,6,Rain-Snow,124<br />
2010-1-18,1,-1,-3,0,-2,-4,100,93,87,1024,1022,1017,7,5,3,16,10,,0.00,6,Fog-Snow,292<br />
2010-1-19,1,0,-1,1,1,-2,100,99,87,1024,1022,1021,5,2,1,13,8,,0.00,6,Fog-Rain-Snow,122<br />
2010-1-20,0,-3,-7,0,-4,-9,100,91,86,1023,1021,1020,7,5,2,24,16,,0.00,7,Snow,84<br />
2010-1-21,-7,-8,-9,-9,-10,-11,93,84,80,1030,1027,1024,10,8,3,24,14,,0.00,6,Snow,65<br />
2010-1-22,-6,-8,-9,-10,-10,-12,86,79,74,1032,1031,1030,10,9,7,21,14,,0.00,6,Snow,90<br />
2010-1-23,-9,-11,-13,-11,-13,-16,93,80,67,1032,1031,1030,8,7,4,26,16,,0.00,6,Fog,93<br />
2010-1-24,-9,-12,-15,-15,-16,-17,85,72,58,1032,1032,1031,10,6,5,27,21,,0.00,6,Snow,91<br />
2010-1-25,-9,-11,-12,-14,-15,-16,73,69,62,1037,1034,1032,9,7,5,24,21,,0.00,,,74<br />
2010-1-26,-9,-13,-17,-16,-18,-19,85,67,49,1042,1040,1037,9,6,5,19,11,,0.00,,,49<br />
2010-1-27,-2,-11,-18,-3,-13,-21,93,80,58,1040,1023,998,10,5,1,34,8,,0.00,6,Snow,236<br />
2010-1-28,2,0,-2,0,-1,-3,93,87,75,998,994,992,10,9,2,34,26,58,0.00,5,Snow,281<br />
2010-1-29,1,0,-1,1,-1,-2,100,90,81,992,986,976,10,8,2,26,18,,0.00,6,Snow,223<br />
2010-1-30,1,-4,-8,0,-5,-10,93,83,69,999,986,976,10,9,3,48,27,71,0.00,6,Snow,278<br />
2010-1-31,0,-4,-8,-2,-7,-9,93,82,69,1004,1001,999,10,10,6,21,13,,0.00,5,Snow,213<br />
2010-2-1,1,-1,-2,-1,-3,-5,93,82,70,1008,1005,1004,10,9,4,26,18,,0.00,6,Snow,238<br />
2010-2-2,1,-2,-5,0,-4,-7,100,85,69,1012,1006,995,10,7,1,35,19,63,0.00,6,Snow,226<br />
2010-2-3,3,1,-1,0,-2,-3,93,85,70,1014,1003,995,10,10,5,35,23,,0.00,5,Snow,261<br />
2010-2-4,2,0,-2,1,-1,-4,100,90,75,1017,1016,1014,10,8,4,21,11,,0.00,5,Rain-Snow,166<br />
2010-2-5,3,1,-1,1,-2,-4,93,84,75,1017,1014,1012,10,9,5,23,14,,0.00,5,,91<br />
2010-2-6,0,-3,-6,-3,-5,-8,93,79,69,1022,1016,1013,10,9,6,26,19,,0.00,6,Snow,71<br />
2010-2-7,-3,-4,-6,-6,-7,-8,93,85,74,1025,1023,1022,9,8,5,21,13,,0.00,7,Snow,43<br />
2010-2-8,-3,-4,-5,-6,-7,-8,93,85,74,1021,1016,1012,10,9,5,19,8,,0.00,7,Snow,58<br />
2010-2-9,-3,-4,-6,-7,-8,-9,93,78,64,1012,1009,1008,10,9,5,24,13,,0.00,6,Snow,70<br />
2010-2-10,-4,-6,-7,-6,-8,-8,93,87,80,1013,1010,1007,5,4,1,16,14,,0.00,6,Snow,53<br />
2010-2-11,-2,-3,-5,-2,-6,-8,100,84,74,1013,1012,1011,10,6,3,29,16,,0.00,6,Snow,23<br />
2010-2-12,1,-1,-2,-1,-2,-3,93,91,81,1014,1012,1011,10,7,3,16,13,40,0.00,6,Snow,353<br />
2010-2-13,-2,-3,-3,-3,-4,-4,93,89,86,1014,1014,1013,10,9,5,14,11,,0.00,6,Snow,296<br />
2010-2-14,-1,-3,-5,-4,-5,-7,100,83,69,1016,1015,1014,10,9,5,11,6,,0.00,6,Snow,292<br />
2010-2-15,-1,-3,-4,-4,-5,-6,93,83,69,1014,1011,1009,10,10,9,11,5,,0.00,6,,243<br />
2010-2-16,0,-1,-2,-3,-4,-6,86,80,64,1009,1007,1005,10,10,7,13,6,,0.00,6,Snow,137<br />
2010-2-17,0,-2,-5,-3,-5,-7,93,83,69,1004,1001,998,10,6,4,19,11,,0.00,3,,97<br />
2010-2-18,4,1,-2,1,-1,-4,93,82,70,1000,998,996,10,8,3,16,10,,0.00,6,Rain,162<br />
2010-2-19,6,3,0,3,1,-1,100,86,70,1000,995,991,10,8,3,16,6,,0.00,6,Rain,157<br />
2010-2-20,4,2,0,1,-2,-4,93,75,56,998,996,993,10,10,7,27,18,,0.00,5,Rain,253<br />
2010-2-21,2,0,-2,-2,-3,-5,100,80,65,1003,1001,998,10,9,0,21,13,,0.00,4,Fog-Snow,239<br />
2010-2-22,6,2,-2,2,-1,-3,100,79,53,1002,995,989,10,8,2,21,13,,0.00,6,Rain,170<br />
2010-2-23,6,3,0,4,1,-3,93,85,75,1002,994,987,10,10,6,24,18,,0.00,7,Rain,333<br />
2010-2-24,2,0,-1,2,-1,-4,100,92,80,1003,1003,1002,10,7,3,24,16,,0.00,6,Rain-Snow,88<br />
2010-2-25,11,6,1,4,2,1,100,79,58,1003,1000,996,10,6,0,26,11,,0.00,5,Fog,161<br />
2010-2-26,9,7,5,5,3,1,81,75,70,997,993,991,10,10,10,32,13,,0.00,6,Rain,182<br />
2010-2-27,9,6,3,3,1,-1,87,68,53,1003,1001,998,10,10,10,26,19,,0.00,6,Rain,223<br />
2010-2-28,12,8,4,5,0,-3,76,63,41,1000,991,985,10,10,10,52,16,76,0.00,6,Rain,152<br />
2010-3-1,6,3,2,4,1,-3,93,76,61,1011,999,987,10,10,10,55,39,84,0.00,6,Rain,265<br />
2010-3-2,5,3,1,0,-2,-4,87,78,53,1019,1015,1011,10,10,10,32,21,,0.00,5,Rain,271<br />
2010-3-3,5,1,-3,0,-3,-6,87,77,49,1020,1019,1018,10,10,7,24,16,,0.00,5,Snow,286<br />
2010-3-4,3,-1,-5,-2,-5,-10,100,80,51,1019,1017,1015,10,9,2,19,6,,0.00,3,Fog-Snow,302<br />
2010-3-5,0,-2,-4,-5,-8,-14,86,64,37,1021,1019,1015,10,10,6,19,11,,0.00,5,Snow,325<br />
2010-3-6,1,-2,-5,-5,-8,-10,80,66,52,1030,1022,1014,10,10,9,27,18,,0.00,4,Snow,46<br />
2010-3-7,3,-3,-9,-5,-7,-9,100,70,48,1032,1031,1030,10,10,10,16,8,34,0.00,5,,316<br />
2010-3-8,1,-1,-3,-4,-7,-10,80,65,44,1030,1028,1027,10,10,10,21,8,,0.00,5,Snow,29<br />
2010-3-9,3,-3,-8,-5,-8,-11,93,66,36,1030,1029,1027,10,10,10,13,5,,0.00,5,,326<br />
2010-3-10,5,-1,-6,-4,-5,-8,100,75,45,1031,1028,1024,10,4,1,21,8,,0.00,5,,47<br />
2010-3-11,1,-2,-4,-3,-4,-5,100,87,70,1023,1018,1014,10,5,1,14,10,,0.00,5,Snow,326<br />
2010-3-12,5,1,-2,3,1,-2,100,95,76,1014,1012,1012,10,6,1,26,13,,0.00,7,Rain-Snow,269<br />
2010-3-13,5,3,1,3,2,-1,100,88,75,1015,1014,1012,10,10,6,32,19,,0.00,6,Rain-Snow,291<br />
2010-3-14,7,3,0,4,1,-2,100,87,76,1014,1011,1008,10,9,1,40,24,53,0.00,6,Rain-Snow,294<br />
2010-3-15,4,0,-3,1,-1,-4,100,90,65,1017,1015,1013,10,9,4,27,16,,0.00,5,Rain-Snow,285<br />
2010-3-16,4,2,0,0,-2,-4,93,78,56,1025,1020,1014,10,10,8,23,11,,0.00,6,,300<br />
2010-3-17,10,5,0,3,1,-2,93,76,54,1025,1023,1021,10,9,5,26,13,,0.00,6,Rain,252<br />
2010-3-18,16,9,3,4,2,0,87,60,42,1023,1021,1018,10,10,10,21,14,,0.00,4,Rain,242<br />
2010-3-19,16,11,7,7,3,0,72,55,36,1018,1016,1014,10,10,10,35,13,,0.00,6,Rain,225<br />
2010-3-20,16,13,11,11,9,6,94,78,63,1013,1009,1008,10,10,6,26,13,,0.00,6,Rain,220<br />
2010-3-21,14,10,6,11,8,2,94,84,76,1020,1010,1005,10,10,6,32,18,,0.00,6,Rain,259<br />
2010-3-22,13,8,3,4,2,1,93,66,44,1024,1022,1020,10,10,10,14,10,,0.00,4,,259<br />
2010-3-23,14,9,4,6,2,1,81,62,41,1020,1018,1017,10,10,10,29,11,,0.00,4,,258<br />
2010-3-24,16,8,1,5,3,0,93,64,44,1020,1017,1014,,,,16,6,,0.00,,,111<br />
2010-3-25,21,13,7,6,4,3,81,57,31,1014,1011,1009,,,,13,8,,0.00,,,124<br />
2010-3-26,23,16,8,8,6,4,87,55,31,1009,1004,998,10,10,10,40,8,29,0.00,6,Rain,150<br />
2010-3-27,12,8,5,7,5,4,100,82,62,1005,1003,1001,10,9,5,34,24,52,0.00,6,Rain,264<br />
2010-3-28,12,9,7,6,4,2,87,75,51,1008,1006,1005,10,10,10,24,16,,0.00,6,Rain,248<br />
2010-3-29,10,8,5,6,5,3,93,80,62,1007,1006,1005,10,10,10,16,8,,0.00,5,Rain,232<br />
2010-3-30,17,10,4,10,7,3,100,84,55,1006,1000,995,10,5,0,23,10,,0.00,7,Fog,107<br />
2010-3-31,12,10,7,9,4,1,88,65,50,1002,999,994,10,10,10,32,14,37,0.00,6,Rain,241<br />
2010-4-1,11,7,4,2,-1,-5,81,56,33,1015,1008,1002,10,10,10,29,18,48,0.00,5,,230<br />
2010-4-2,12,6,1,0,-3,-7,87,53,28,1018,1017,1015,,,,13,6,,0.00,,,199<br />
2010-4-3,13,7,2,3,-1,-5,75,54,38,1016,1014,1012,10,10,10,19,10,,0.00,6,Rain,110<br />
2010-4-4,14,11,8,5,3,2,71,60,44,1013,1011,1009,10,10,10,23,14,,0.00,6,Rain,178<br />
2010-4-5,9,6,2,5,3,1,93,78,62,1027,1022,1014,10,10,8,23,14,,0.00,5,Rain,283<br />
2010-4-6,14,7,1,3,1,0,100,67,38,1028,1027,1025,10,10,10,11,5,,0.00,4,Fog,146<br />
2010-4-7,16,10,5,2,-1,-4,70,48,25,1025,1024,1021,,,,19,10,39,0.00,,,117<br />
2010-4-8,19,12,5,7,3,-1,87,56,26,1025,1022,1022,10,10,10,14,10,,0.00,6,Rain,116<br />
2010-4-9,11,7,4,9,4,1,88,71,50,1029,1028,1025,10,10,8,21,14,,0.00,6,Rain,296<br />
2010-4-10,13,8,4,4,2,0,87,70,41,1028,1026,1024,10,10,10,24,13,45,0.00,5,Rain,334<br />
2010-4-11,9,7,4,4,3,1,93,79,62,1026,1025,1024,10,10,10,21,14,42,0.00,6,Rain,19<br />
2010-4-12,15,9,4,5,3,2,87,69,42,1024,1021,1020,10,10,9,29,16,42,0.00,5,Rain,30<br />
2010-4-13,15,9,3,3,1,-3,93,64,31,1021,1019,1016,10,6,3,21,13,,0.00,6,,29<br />
2010-4-14,13,8,4,4,2,1,87,69,47,1017,1017,1016,10,10,10,23,13,,0.00,4,Rain,17<br />
2010-4-15,13,9,5,1,-1,-4,70,55,31,1017,1017,1016,10,10,10,16,11,,0.00,6,Rain,7<br />
2010-4-16,13,6,-1,3,-2,-7,93,59,28,1021,1018,1017,10,10,10,23,10,37,0.00,5,,302<br />
2010-4-17,16,8,1,2,-1,-4,93,58,31,1022,1020,1018,10,10,10,24,10,,0.00,3,,260<br />
2010-4-18,20,11,3,3,-1,-4,87,47,20,1018,1014,1010,,,,14,5,23,0.00,,,184<br />
2010-4-19,14,10,6,4,0,-5,76,52,29,1017,1013,1010,10,10,10,14,8,,0.00,4,,350<br />
2010-4-20,16,8,0,7,-1,-5,87,59,27,1017,1013,1008,10,9,6,45,8,80,0.00,5,Rain,251<br />
2010-4-21,8,6,2,4,1,-3,87,72,46,1014,1012,1011,10,10,10,34,19,53,0.00,4,Rain,285<br />
2010-4-22,11,6,1,1,-2,-5,87,61,35,1016,1015,1014,10,10,10,26,16,,0.00,4,,281<br />
2010-4-23,13,6,-1,1,-3,-7,93,54,26,1018,1017,1015,10,10,10,16,6,,0.00,1,,280<br />
2010-4-24,16,8,1,3,-1,-4,93,54,25,1026,1022,1018,10,10,10,16,5,,0.00,,Fog,1<br />
2010-4-25,21,13,6,3,1,-1,76,46,24,1028,1025,1023,,,,19,13,,0.00,,,94<br />
2010-4-26,18,14,10,11,6,2,94,65,40,1023,1020,1019,10,8,6,27,14,45,0.00,6,Rain,225<br />
2010-4-27,14,11,8,10,7,4,94,72,51,1026,1024,1020,10,10,8,24,18,,0.00,6,,292<br />
2010-4-28,20,12,5,7,5,2,100,63,32,1026,1025,1021,10,10,10,21,6,,0.00,2,Fog,265<br />
2010-4-29,25,18,12,8,6,4,67,46,26,1021,1014,1008,,,,24,8,,0.00,,,202<br />
2010-4-30,24,19,14,11,8,6,72,52,33,1009,1006,1004,10,10,10,39,13,61,0.00,4,,252<br />
2010-5-1,17,13,10,9,7,4,87,66,42,1011,1009,1008,10,10,10,21,11,,0.00,6,Rain,248<br />
2010-5-2,15,11,7,8,6,4,93,69,48,1013,1011,1010,10,10,9,16,8,,0.00,6,Fog-Rain,9<br />
2010-5-3,12,9,7,9,7,5,94,87,62,1015,1010,1008,10,9,6,16,13,,0.00,6,Rain,16<br />
2010-5-4,10,8,6,6,4,1,93,76,62,1019,1017,1015,10,10,10,13,8,,0.00,6,Rain,338<br />
2010-5-5,13,6,-1,2,-2,-5,93,57,30,1020,1018,1014,10,10,10,24,10,39,0.00,3,,24<br />
2010-5-6,8,7,7,6,4,2,93,82,66,1014,1007,1002,10,9,5,37,24,55,0.00,7,Rain,51<br />
2010-5-7,12,9,7,8,7,6,100,87,72,1008,1005,1002,10,8,3,13,8,,0.00,6,Rain,30<br />
2010-5-8,13,10,8,7,6,4,93,76,54,1011,1009,1008,10,10,9,19,8,,0.00,6,,243<br />
2010-5-9,16,11,7,7,6,3,93,68,42,1011,1009,1007,10,10,10,14,5,,0.00,5,Rain,318<br />
2010-5-10,12,10,8,8,7,5,93,81,71,1011,1008,1006,10,9,6,13,8,,0.00,6,Rain,344<br />
2010-5-11,12,9,7,6,4,3,87,74,62,1012,1010,1007,10,10,10,24,11,42,0.00,6,Fog-Rain-Thunderstorm,59<br />
2010-5-12,17,13,10,12,9,6,94,78,59,1009,1005,1001,10,9,5,24,16,,0.00,6,Rain,290<br />
2010-5-13,11,8,5,7,6,4,100,81,67,1011,1010,1009,10,10,7,14,6,,0.00,6,Rain,286<br />
2010-5-14,11,9,8,6,6,5,87,78,67,1010,1009,1009,10,10,10,13,8,,0.00,6,Rain,320<br />
2010-5-15,8,7,6,7,6,4,93,91,87,1009,1006,1005,10,9,6,24,14,,0.00,6,Rain,275<br />
2010-5-16,16,11,7,7,4,0,93,64,36,1014,1009,1006,10,10,10,26,19,39,0.00,6,Rain,282<br />
2010-5-17,17,10,4,6,4,1,81,62,39,1019,1017,1014,10,10,10,24,13,,0.00,6,,306<br />
2010-5-18,13,10,8,7,5,4,87,70,54,1021,1020,1019,10,10,10,27,14,45,0.00,6,Rain,304<br />
2010-5-19,14,11,8,13,10,7,100,93,87,1021,1017,1015,9,6,2,23,14,34,0.00,7,Rain,336<br />
2010-5-20,19,16,12,13,12,11,100,85,64,1026,1024,1022,10,7,1,14,6,,0.00,6,Fog-Rain,328<br />
2010-5-21,21,16,11,13,10,5,100,74,40,1026,1025,1024,10,8,1,16,8,,0.00,5,Fog,292<br />
2010-5-22,19,14,10,14,11,7,94,79,59,1024,1023,1022,10,10,7,16,6,,0.00,5,Rain,294<br />
2010-5-23,21,17,14,14,13,11,94,75,56,1022,1019,1015,10,9,5,23,10,,0.00,5,,295<br />
2010-5-24,20,17,12,14,12,9,88,80,64,1014,1009,1005,10,10,6,29,13,,0.00,4,Rain-Thunderstorm,280<br />
2010-5-25,15,12,8,9,4,1,88,61,39,1011,1009,1008,10,10,10,27,18,47,0.00,5,,297<br />
2010-5-26,16,10,5,5,2,-2,87,57,31,1011,1010,1007,10,10,10,19,8,,0.00,2,Rain,313<br />
2010-5-27,15,12,9,8,7,5,93,74,55,1011,1008,1004,10,10,5,19,11,,0.00,6,Rain,351<br />
2010-5-28,17,13,9,13,9,7,93,77,52,1017,1012,1011,10,10,8,19,8,,0.00,5,Rain,201<br />
2010-5-29,19,12,5,7,5,3,93,62,37,1021,1019,1015,10,10,10,16,5,,0.00,6,Fog,258<br />
2010-5-30,18,16,13,14,10,6,94,73,59,1015,1007,1001,10,10,4,26,8,,0.00,6,Rain-Thunderstorm,166<br />
2010-5-31,13,11,10,12,10,8,94,92,82,1009,1005,1001,10,8,5,23,16,,0.00,6,Rain,297<br />
2010-6-1,11,10,9,9,8,8,94,91,87,1011,1010,1008,10,9,5,16,13,,0.00,6,Rain,338<br />
2010-6-2,16,13,10,10,9,7,100,82,63,1015,1013,1011,10,8,4,27,13,47,0.00,7,,353<br />
2010-6-3,23,17,11,10,7,5,76,54,31,1018,1016,1015,10,10,10,26,14,55,0.00,1,,350<br />
2010-6-4,22,14,8,11,9,7,94,65,43,1020,1018,1017,10,10,10,19,10,,0.00,1,,292<br />
2010-6-5,25,17,9,12,10,7,94,61,32,1021,1019,1017,10,10,10,11,5,,0.00,1,Fog,277<br />
2010-6-6,28,20,13,13,11,9,88,56,30,1017,1013,1007,10,10,10,14,5,,0.00,,Fog,126<br />
2010-6-7,22,18,15,16,13,10,94,69,52,1010,1007,1005,10,10,9,42,16,50,0.00,5,Rain,271<br />
2010-6-8,25,18,11,13,11,8,94,62,36,1011,1009,1007,10,10,10,13,8,,0.00,4,Fog,181<br />
2010-6-9,28,22,17,16,14,12,82,56,37,1008,1007,1007,10,10,10,19,8,,0.00,4,,204<br />
2010-6-10,30,25,20,20,17,15,78,64,45,1008,1007,1006,10,10,10,14,6,32,0.00,5,,356<br />
2010-6-11,29,24,21,20,16,11,88,61,33,1006,1004,1003,10,10,10,40,13,61,0.00,4,,259<br />
2010-6-12,21,17,13,14,11,9,88,73,53,1011,1009,1006,10,10,10,27,18,,0.00,5,Rain,273<br />
2010-6-13,17,13,9,11,7,5,88,68,48,1016,1015,1012,10,10,10,24,14,,0.00,5,,285<br />
2010-6-14,20,15,10,9,7,4,88,59,37,1018,1016,1015,10,10,10,11,3,,0.00,5,,8<br />
2010-6-15,19,16,12,11,8,4,77,60,40,1023,1020,1018,10,10,10,23,6,,0.00,4,,325<br />
2010-6-16,22,14,7,8,5,2,87,51,28,1024,1023,1021,10,10,10,24,11,42,0.00,1,,45<br />
2010-6-17,24,17,11,9,6,3,76,46,27,1022,1020,1016,,,,24,11,,0.00,,,62<br />
2010-6-18,24,18,12,11,9,5,77,57,35,1016,1009,1005,10,10,10,27,10,,0.00,6,,323<br />
2010-6-19,17,13,10,9,6,4,82,61,42,1006,1005,1004,10,10,10,27,19,37,0.00,5,Rain,267<br />
2010-6-20,18,13,8,7,6,5,87,63,42,1014,1010,1006,10,10,10,16,11,,0.00,4,,278<br />
2010-6-21,20,14,9,10,9,6,94,69,46,1020,1017,1014,10,10,10,16,8,,0.00,4,,299<br />
2010-6-22,22,14,8,9,7,3,87,56,29,1023,1021,1020,10,10,10,19,8,,0.00,2,,323<br />
2010-6-23,23,17,10,10,8,6,88,58,35,1023,1022,1020,10,10,10,13,6,,0.00,5,,342<br />
2010-6-24,25,18,11,12,9,8,94,56,34,1020,1017,1015,10,10,10,16,6,34,0.00,2,Fog,331<br />
2010-6-25,26,19,13,13,11,9,94,56,34,1016,1014,1013,10,10,10,16,5,,0.00,4,Fog,315<br />
2010-6-26,24,19,15,13,9,6,77,53,33,1020,1017,1015,10,10,10,19,11,,0.00,4,,339<br />
2010-6-27,25,19,13,11,8,2,82,51,22,1022,1021,1020,10,10,10,16,8,32,0.00,1,Fog,54<br />
2010-6-28,28,21,14,12,9,6,82,45,26,1022,1020,1018,,,,19,10,,0.00,,,78<br />
2010-6-29,31,23,17,12,9,6,68,39,21,1019,1017,1015,,,,11,8,,0.00,,,59<br />
2010-6-30,27,22,18,15,12,10,83,52,34,1019,1017,1016,,,,21,10,,0.00,,,321<br />
2010-7-1,28,22,17,15,13,12,82,55,37,1018,1017,1016,10,10,10,11,6,,0.00,1,,8<br />
2010-7-2,31,24,19,14,11,9,64,42,25,1018,1017,1016,,,,19,6,,0.00,,,94<br />
2010-7-3,32,26,21,14,12,10,64,40,27,1019,1017,1016,,,,21,8,27,0.00,,,80<br />
2010-7-4,32,26,21,18,11,7,69,41,22,1017,1016,1015,10,10,10,21,10,,0.00,6,,66<br />
2010-7-5,29,24,20,18,16,11,88,60,33,1017,1016,1014,10,10,8,14,8,,0.00,6,Rain-Thunderstorm,345<br />
2010-7-6,22,19,15,16,11,6,94,64,38,1021,1019,1016,10,10,10,24,11,,0.00,5,Rain,314<br />
2010-7-7,23,18,13,11,8,4,82,53,29,1023,1022,1021,10,10,10,14,10,,0.00,1,,308<br />
2010-7-8,29,21,14,10,8,5,72,42,23,1023,1021,1019,,,,14,3,,0.00,,,114<br />
2010-7-9,33,26,19,13,9,6,60,36,18,1021,1019,1018,,,,11,6,32,0.00,,,125<br />
2010-7-10,37,29,22,15,12,9,60,37,19,1019,1018,1017,,,,16,6,,0.00,,,93<br />
2010-7-11,37,30,24,18,13,7,61,37,16,1017,1016,1014,10,10,10,21,8,,0.00,1,,125<br />
2010-7-12,37,29,21,18,14,10,78,45,19,1016,1012,1008,10,10,10,24,8,50,0.00,3,Rain-Thunderstorm,92<br />
2010-7-13,29,24,21,19,16,13,78,59,37,1012,1011,1009,10,10,10,29,11,50,0.00,4,Rain,294<br />
2010-7-14,33,26,19,17,14,12,78,49,28,1012,1010,1007,10,10,10,21,6,,0.00,1,,111<br />
2010-7-15,29,26,23,17,13,9,65,47,30,1016,1012,1007,10,10,10,24,16,,0.00,5,,259<br />
2010-7-16,34,26,18,15,12,10,68,41,24,1017,1016,1013,10,10,10,19,8,40,0.00,3,,173<br />
2010-7-17,29,24,21,20,17,13,94,63,37,1020,1016,1014,10,10,10,21,10,,0.00,5,Rain-Thunderstorm,275<br />
2010-7-18,24,20,16,13,10,6,77,55,33,1026,1024,1021,10,10,10,19,11,,0.00,6,,320<br />
2010-7-19,26,20,14,12,8,6,82,48,28,1026,1024,1022,10,10,10,13,3,,0.00,1,,27<br />
2010-7-20,29,22,16,14,10,7,72,46,28,1022,1018,1014,,,,23,8,,0.00,,,82<br />
2010-7-21,33,26,19,17,13,10,78,48,24,1014,1010,1007,10,10,10,19,8,27,0.00,1,,136<br />
2010-7-22,30,26,21,18,15,12,83,54,37,1014,1011,1008,10,10,10,23,10,,0.00,6,Rain,309<br />
2010-7-23,21,18,15,19,16,13,94,86,68,1016,1015,1014,10,9,6,19,8,,0.00,6,Rain-Thunderstorm,14<br />
2010-7-24,21,19,17,17,14,9,94,73,52,1014,1012,1012,10,10,10,27,13,47,0.00,6,Rain,306<br />
2010-7-25,24,19,14,12,11,8,82,63,38,1013,1012,1011,10,10,10,26,19,45,0.00,4,Rain,287<br />
2010-7-26,24,18,13,12,9,6,82,55,31,1013,1012,1011,10,10,10,11,5,,0.00,3,,289<br />
2010-7-27,26,21,17,13,10,7,72,49,30,1015,1014,1012,10,10,10,11,6,,0.00,1,,292<br />
2010-7-28,26,20,14,15,12,9,88,66,36,1015,1012,1009,10,10,10,24,8,,0.00,6,Rain,287<br />
2010-7-29,23,18,13,13,10,6,88,62,33,1010,1008,1006,10,10,10,26,14,37,0.00,2,,277<br />
2010-7-30,24,18,12,13,10,7,94,62,36,1016,1012,1009,10,10,10,23,13,,0.00,3,,258<br />
2010-7-31,27,20,13,12,9,7,82,52,30,1017,1016,1014,10,10,10,16,6,,0.00,2,,187<br />
2010-8-1,29,24,19,14,11,9,68,46,29,1015,1014,1012,10,10,10,21,10,,0.00,6,Rain,186<br />
2010-8-2,26,22,19,18,15,11,88,66,39,1014,1013,1012,10,10,10,16,6,,0.00,6,Rain,305<br />
2010-8-3,20,18,14,17,16,13,94,87,68,1013,1012,1011,10,9,5,23,6,,0.00,6,Rain,294<br />
2010-8-4,24,18,13,14,12,9,100,68,38,1013,1010,1008,10,9,6,14,6,,0.00,3,Fog,211<br />
2010-8-5,26,20,15,14,11,9,88,58,34,1010,1008,1007,10,10,10,19,11,,0.00,6,,129<br />
2010-8-6,25,20,16,18,16,14,88,79,57,1015,1013,1010,10,10,6,13,8,,0.00,6,Rain,336<br />
2010-8-7,24,21,18,16,15,13,88,74,50,1015,1014,1014,10,10,8,16,10,,0.00,6,Rain,342<br />
2010-8-8,25,21,17,16,13,10,88,67,39,1015,1014,1013,10,10,10,11,6,23,0.00,6,Rain-Thunderstorm,283<br />
2010-8-9,24,19,15,16,15,13,94,77,53,1016,1015,1013,10,9,2,19,6,,0.00,3,Fog-Rain,286<br />
2010-8-10,26,20,15,16,13,11,94,65,39,1017,1016,1014,10,10,10,14,6,,0.00,4,Fog,199<br />
