Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2014,201406,Imports,United Kingdom,Solomon Isds,"Palm oil and its fractions, not chemically modified",1511,2473213
2014,201406,Imports,United Kingdom,Colombia,"Palm oil and its fractions, not chemically modified",1511,31345
2014,201406,Exports,United Kingdom,Cyprus,"Palm oil and its fractions, not chemically modified",1511,805
2014,201406,Exports,United Kingdom,Czech Rep.,"Palm oil and its fractions, not chemically modified",1511,32
2014,201406,Exports,United Kingdom,Denmark,"Palm oil and its fractions, not chemically modified",1511,1596
2014,201406,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,34792
2014,201406,Imports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,6393
2014,201406,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,100489
2014,201406,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,377970
2014,201406,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,459678
2014,201406,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,150891
2014,201406,Exports,United Kingdom,Hungary,"Palm oil and its fractions, not chemically modified",1511,306
2014,201406,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,4974138
2014,201406,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,2465074
2014,201406,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,73907
2014,201406,Exports,United Kingdom,Jordan,"Palm oil and its fractions, not chemically modified",1511,17124
2014,201406,Exports,United Kingdom,Latvia,"Palm oil and its fractions, not chemically modified",1511,2645
2014,201406,Exports,United Kingdom,Lithuania,"Palm oil and its fractions, not chemically modified",1511,12
2014,201406,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,2818872
2014,201406,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,5814767
2014,201406,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,23769
2014,201406,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,8739940
2014,201406,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,4038
2014,201406,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,37833
2014,201406,Imports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,492
2014,201406,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,5714
2014,201406,Imports,United Kingdom,Sierra Leone,"Palm oil and its fractions, not chemically modified",1511,6009
2014,201406,Exports,United Kingdom,India,"Palm oil and its fractions, not chemically modified",1511,3311
2014,201406,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,541018
2014,201406,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,80294
2014,201406,Exports,United Kingdom,Thailand,"Palm oil and its fractions, not chemically modified",1511,1866
2014,201406,Exports,United Kingdom,United Arab Emirates,"Palm oil and its fractions, not chemically modified",1511,5597
2014,201406,Imports,United Kingdom,United Kingdom,"Palm oil and its fractions, not chemically modified",1511,2042
2014,201406,Re-imports,United Kingdom,United Kingdom,"Palm oil and its fractions, not chemically modified",1511,2042
2014,201406,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,75948
2014,201407,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,7780
2014,201407,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,24
2014,201407,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,280
2014,201407,Imports,United Kingdom,Solomon Isds,"Palm oil and its fractions, not chemically modified",1511,3489503
2014,201407,Exports,United Kingdom,Bulgaria,"Palm oil and its fractions, not chemically modified",1511,15
2014,201407,Imports,United Kingdom,Cameroon,"Palm oil and its fractions, not chemically modified",1511,1098
2014,201407,Exports,United Kingdom,Denmark,"Palm oil and its fractions, not chemically modified",1511,3640
2014,201407,Imports,United Kingdom,Ecuador,"Palm oil and its fractions, not chemically modified",1511,44652
2014,201407,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,31235
2014,201407,Imports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,22412
2014,201407,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,125440
2014,201407,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,546202
2014,201407,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,240954
2014,201407,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,55621
2014,201407,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,18787869
2014,201407,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,1021853
2014,201407,Exports,United Kingdom,Israel,"Palm oil and its fractions, not chemically modified",1511,1197
2014,201407,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,94395
2014,201407,Exports,United Kingdom,Lithuania,"Palm oil and its fractions, not chemically modified",1511,34
2014,201407,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,3060576
2014,201407,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,7431896
2014,201407,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,6371
2014,201407,Imports,United Kingdom,Papua New Guinea,"Palm oil and its fractions, not chemically modified",1511,26228226
2014,201407,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,980
2014,201407,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,112115
2014,201407,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,5612
2014,201407,Exports,United Kingdom,Romania,"Palm oil and its fractions, not chemically modified",1511,220
2014,201407,Imports,United Kingdom,Sierra Leone,"Palm oil and its fractions, not chemically modified",1511,29661
2014,201407,Exports,United Kingdom,Slovakia,"Palm oil and its fractions, not chemically modified",1511,642
2014,201407,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,450424
2014,201407,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,67235
2014,201407,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,717
2014,201407,Exports,United Kingdom,Switzerland,"Palm oil and its fractions, not chemically modified",1511,21369
2014,201407,Exports,United Kingdom,Thailand,"Palm oil and its fractions, not chemically modified",1511,12657
2014,201407,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,59055
2014,201408,Exports,United Kingdom,Australia,"Palm oil and its fractions, not chemically modified",1511,10623
2014,201408,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,28414
2014,201408,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,1226
2014,201408,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,37988
2014,201408,Exports,United Kingdom,Brazil,"Palm oil and its fractions, not chemically modified",1511,7581
2014,201408,Imports,United Kingdom,Cameroon,"Palm oil and its fractions, not chemically modified",1511,6983
2014,201408,Imports,United Kingdom,Colombia,"Palm oil and its fractions, not chemically modified",1511,42966
2014,201408,Exports,United Kingdom,Cyprus,"Palm oil and its fractions, not chemically modified",1511,1545
2014,201408,Exports,United Kingdom,Estonia,"Palm oil and its fractions, not chemically modified",1511,45
2014,201408,Exports,United Kingdom,Finland,"Palm oil and its fractions, not chemically modified",1511,46608
2014,201408,Exports,United Kingdom,France,"Palm oil and its fractions, not chemically modified",1511,84518
2014,201408,Imports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,623616
2014,201408,Exports,United Kingdom,Germany,"Palm oil and its fractions, not chemically modified",1511,275499
2014,201408,Imports,United Kingdom,Ghana,"Palm oil and its fractions, not chemically modified",1511,109934
2014,201408,Imports,United Kingdom,Indonesia,"Palm oil and its fractions, not chemically modified",1511,4107178
2014,201408,Exports,United Kingdom,Ireland,"Palm oil and its fractions, not chemically modified",1511,1195999
2014,201408,Exports,United Kingdom,Italy,"Palm oil and its fractions, not chemically modified",1511,60792
2014,201408,Exports,United Kingdom,Japan,"Palm oil and its fractions, not chemically modified",1511,4745
2014,201408,Imports,United Kingdom,Malaysia,"Palm oil and its fractions, not chemically modified",1511,5162237
2014,201408,Exports,United Kingdom,Morocco,"Palm oil and its fractions, not chemically modified",1511,10023
2014,201408,Imports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,4331788
2014,201408,Exports,United Kingdom,Netherlands,"Palm oil and its fractions, not chemically modified",1511,3472
2014,201408,Imports,United Kingdom,Nigeria,"Palm oil and its fractions, not chemically modified",1511,5054
2014,201408,Imports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,1927
2014,201408,Exports,United Kingdom,Poland,"Palm oil and its fractions, not chemically modified",1511,100287
2014,201408,Imports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,474
2014,201408,Exports,United Kingdom,Portugal,"Palm oil and its fractions, not chemically modified",1511,10162
2014,201408,Imports,United Kingdom,Sierra Leone,"Palm oil and its fractions, not chemically modified",1511,4321
2014,201408,Exports,United Kingdom,Slovakia,"Palm oil and its fractions, not chemically modified",1511,621
2014,201408,Imports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,308934
2014,201408,Exports,United Kingdom,Spain,"Palm oil and its fractions, not chemically modified",1511,55541
2014,201408,Exports,United Kingdom,Sweden,"Palm oil and its fractions, not chemically modified",1511,249
2014,201408,Exports,United Kingdom,Switzerland,"Palm oil and its fractions, not chemically modified",1511,4281
2014,201408,Exports,United Kingdom,Thailand,"Palm oil and its fractions, not chemically modified",1511,3778
2014,201408,Exports,United Kingdom,Turkey,"Palm oil and its fractions, not chemically modified",1511,45139
2014,201408,Exports,United Kingdom,United States of America,"Palm oil and its fractions, not chemically modified",1511,20711
2014,201409,Exports,United Kingdom,Austria,"Palm oil and its fractions, not chemically modified",1511,2490
2014,201409,Imports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,991
2014,201409,Exports,United Kingdom,Belgium,"Palm oil and its fractions, not chemically modified",1511,614
2014,201409,Imports,United Kingdom,Solomon Isds,"Palm oil and its fractions, not chemically modified",1511,3664489
2014,201409,Imports,United Kingdom,Colombia,"Palm oil and its fractions, not chemically modified",1511,42771
2014,201409,Imports,United Kingdom,Ecuador,"Palm oil and its fractions, not chemically modified",1511,40669
